"date","year","month","amoc_proxy_sst"
1870-01-16,1870,1,7.33099006174069
1870-02-14,1870,2,7.14816533415769
1870-03-16,1870,3,7.00749490766269
1870-04-15,1870,4,7.21980688687222
1870-05-16,1870,5,7.95428970513997
1870-06-16,1870,6,9.40112831056289
1870-07-16,1870,7,11.2938763338105
1870-08-16,1870,8,12.5789738653584
1870-09-16,1870,9,11.7415301283015
1870-10-16,1870,10,10.128417351784
1870-11-16,1870,11,8.86425071030888
1870-12-16,1870,12,7.78893677741836
1871-01-16,1871,1,6.94620875687968
1871-02-15,1871,2,6.40114026916645
1871-03-16,1871,3,6.82254500965524
1871-04-16,1871,4,7.3224927866533
1871-05-16,1871,5,8.31758433873397
1871-06-16,1871,6,10.0247003793945
1871-07-16,1871,7,12.100230535381
1871-08-16,1871,8,13.2084777147536
1871-09-16,1871,9,12.1865023331642
1871-10-16,1871,10,10.067292335403
1871-11-16,1871,11,8.54769401631808
1871-12-16,1871,12,7.59308361195355
1872-01-16,1872,1,6.63225075697374
1872-02-15,1872,2,6.04104927996309
1872-03-16,1872,3,6.4928969214097
1872-04-16,1872,4,7.04260481300409
1872-05-16,1872,5,8.07370349535834
1872-06-16,1872,6,9.80011328308479
1872-07-16,1872,7,11.8821426479639
1872-08-16,1872,8,13.096254728816
1872-09-16,1872,9,12.3088416543617
1872-10-16,1872,10,10.1379338667862
1872-11-16,1872,11,8.69586561865655
1872-12-16,1872,12,7.79081928210939
1873-01-16,1873,1,7.12270554838111
1873-02-15,1873,2,6.76742618241674
1873-03-16,1873,3,6.79742833312591
1873-04-16,1873,4,7.07966987715014
1873-05-16,1873,5,7.95673798416138
1873-06-16,1873,6,9.59001705787428
1873-07-16,1873,7,11.5855446453801
1873-08-16,1873,8,12.7595512264004
1873-09-16,1873,9,12.0980485064055
1873-10-16,1873,10,10.4629190681318
1873-11-16,1873,11,8.93481787647434
1873-12-16,1873,12,7.85518973596699
1874-01-16,1874,1,7.0236431606626
1874-02-15,1874,2,6.59686106065598
1874-03-16,1874,3,6.60010184878803
1874-04-16,1874,4,6.94484646179155
1874-05-16,1874,5,8.03273147213238
1874-06-16,1874,6,9.59265041285676
1874-07-16,1874,7,11.5102603847814
1874-08-16,1874,8,12.8572602514172
1874-09-16,1874,9,12.0986870232531
1874-10-16,1874,10,10.4407416842715
1874-11-16,1874,11,8.82119795896917
1874-12-16,1874,12,7.70366684232412
1875-01-16,1875,1,6.92945435164467
1875-02-15,1875,2,6.78800814832751
1875-03-16,1875,3,7.01293483981313
1875-04-16,1875,4,7.24918270117426
1875-05-16,1875,5,8.02688779280617
1875-06-16,1875,6,9.61417045297904
1875-07-16,1875,7,11.6121232803069
1875-08-16,1875,8,12.9405255460066
1875-09-16,1875,9,12.181031105929
1875-10-16,1875,10,10.2889458469388
1875-11-16,1875,11,8.83428574953736
1875-12-16,1875,12,7.728896537033
1876-01-16,1876,1,7.03766727114038
1876-02-15,1876,2,6.59277442835689
1876-03-16,1876,3,6.7201644839059
1876-04-16,1876,4,7.22255073190934
1876-05-16,1876,5,7.96668693281106
1876-06-16,1876,6,9.43128201442821
1876-07-16,1876,7,11.6954990404109
1876-08-16,1876,8,12.9099563076349
1876-09-16,1876,9,12.1626614891177
1876-10-16,1876,10,10.3176654878672
1876-11-16,1876,11,8.70834882206694
1876-12-16,1876,12,7.72571427877878
1877-01-16,1877,1,7.07082871151872
1877-02-15,1877,2,6.66095496042461
1877-03-16,1877,3,6.74956785433935
1877-04-16,1877,4,7.29099842938763
1877-05-16,1877,5,8.06334380665512
1877-06-16,1877,6,9.69572407891199
1877-07-16,1877,7,11.7480856498478
1877-08-16,1877,8,12.8424281521575
1877-09-16,1877,9,11.9224768592991
1877-10-16,1877,10,10.2199535778354
1877-11-16,1877,11,8.74682187912199
1877-12-16,1877,12,7.96705736404766
1878-01-16,1878,1,7.27284379659606
1878-02-15,1878,2,6.88383432345857
1878-03-16,1878,3,6.98878777631133
1878-04-16,1878,4,7.21048712245772
1878-05-16,1878,5,8.26596239614441
1878-06-16,1878,6,9.8639877806747
1878-07-16,1878,7,11.8863080012535
1878-08-16,1878,8,13.1420494093577
1878-09-16,1878,9,12.4153048343082
1878-10-16,1878,10,10.6547531703929
1878-11-16,1878,11,9.1256647660178
1878-12-16,1878,12,8.24080291761753
1879-01-16,1879,1,7.46867942037653
1879-02-15,1879,2,7.00417536610463
1879-03-16,1879,3,6.67680232198382
1879-04-16,1879,4,6.92961605744633
1879-05-16,1879,5,7.87524571108015
1879-06-16,1879,6,9.40457414838461
1879-07-16,1879,7,11.3957147090725
1879-08-16,1879,8,12.6583127623569
1879-09-16,1879,9,12.0738071218149
1879-10-16,1879,10,10.4627946860613
1879-11-16,1879,11,9.00147215328306
1879-12-16,1879,12,7.99248674875841
1880-01-16,1880,1,6.81848821099801
1880-02-15,1880,2,6.31627643431268
1880-03-16,1880,3,6.5131108815783
1880-04-16,1880,4,6.91556095509759
1880-05-16,1880,5,7.80823066518745
1880-06-16,1880,6,9.58481527377859
1880-07-16,1880,7,11.7325513339055
1880-08-16,1880,8,13.1525254823243
1880-09-16,1880,9,12.307917667317
1880-10-16,1880,10,10.5218989712608
1880-11-16,1880,11,8.72855659444422
1880-12-16,1880,12,7.7319506057971
1881-01-16,1881,1,7.19179425578062
1881-02-15,1881,2,6.94480422153234
1881-03-16,1881,3,6.92971856305517
1881-04-16,1881,4,7.18441653554231
1881-05-16,1881,5,8.0005474878041
1881-06-16,1881,6,9.68169332908135
1881-07-16,1881,7,11.5532035193987
1881-08-16,1881,8,12.5781294370927
1881-09-16,1881,9,11.8345973830067
1881-10-16,1881,10,10.1210851534061
1881-11-16,1881,11,8.47536910757002
1881-12-16,1881,12,7.61663046277682
1882-01-16,1882,1,6.96367093938605
1882-02-15,1882,2,6.77078679808099
1882-03-16,1882,3,6.80508730527862
1882-04-16,1882,4,6.94300880308199
1882-05-16,1882,5,7.6058194050508
1882-06-16,1882,6,8.9742284484673
1882-07-16,1882,7,10.9146001800514
1882-08-16,1882,8,12.2119820838685
1882-09-16,1882,9,11.7327560418996
1882-10-16,1882,10,9.97485772317508
1882-11-16,1882,11,8.6322812014077
1882-12-16,1882,12,7.71580025213074
1883-01-16,1883,1,6.69766541925511
1883-02-15,1883,2,6.1547943813105
1883-03-16,1883,3,6.37566261919779
1883-04-16,1883,4,6.70900298310858
1883-05-16,1883,5,7.6899314587372
1883-06-16,1883,6,9.15804374578398
1883-07-16,1883,7,11.094581300711
1883-08-16,1883,8,12.316965468585
1883-09-16,1883,9,11.5518646634541
1883-10-16,1883,10,9.96778126731015
1883-11-16,1883,11,8.635496277333
1883-12-16,1883,12,7.76527982961265
1884-01-16,1884,1,6.96368666622194
1884-02-15,1884,2,6.34801799871621
1884-03-16,1884,3,6.33357245428949
1884-04-16,1884,4,6.88764829729813
1884-05-16,1884,5,7.75237265882729
1884-06-16,1884,6,9.6942572433343
1884-07-16,1884,7,11.0003789250139
1884-08-16,1884,8,12.2565320226441
1884-09-16,1884,9,11.5860652921938
1884-10-16,1884,10,9.70036199819315
1884-11-16,1884,11,8.36559729335378
1884-12-16,1884,12,7.30056860913779
1885-01-16,1885,1,6.71786047118243
1885-02-15,1885,2,6.42656080975742
1885-03-16,1885,3,6.47296538203379
1885-04-16,1885,4,6.81794144203732
1885-05-16,1885,5,7.69218981329232
1885-06-16,1885,6,9.39390820656294
1885-07-16,1885,7,11.5575252496069
1885-08-16,1885,8,12.7428495016642
1885-09-16,1885,9,11.8649638003642
1885-10-16,1885,10,10.0387139609061
1885-11-16,1885,11,8.41825505249234
1885-12-16,1885,12,7.51761706011753
1886-01-16,1886,1,7.10340162357597
1886-02-15,1886,2,6.69429207209516
1886-03-16,1886,3,6.79968443319651
1886-04-16,1886,4,7.10744053750593
1886-05-16,1886,5,8.30101556186766
1886-06-16,1886,6,10.1732165602446
1886-07-16,1886,7,11.9461885654641
1886-08-16,1886,8,12.7611272867686
1886-09-16,1886,9,11.781205866797
1886-10-16,1886,10,9.97803628708137
1886-11-16,1886,11,8.7014887183035
1886-12-16,1886,12,7.75918996077208
1887-01-16,1887,1,7.08999196280941
1887-02-15,1887,2,6.73050468007897
1887-03-16,1887,3,6.87162902490058
1887-04-16,1887,4,7.28467529946605
1887-05-16,1887,5,8.17541058624206
1887-06-16,1887,6,9.98435513425628
1887-07-16,1887,7,12.0742009643047
1887-08-16,1887,8,13.0555551619044
1887-09-16,1887,9,12.2652569058868
1887-10-16,1887,10,10.6312269056256
1887-11-16,1887,11,9.14801600044916
1887-12-16,1887,12,8.25747261740019
1888-01-16,1888,1,7.74511595863477
1888-02-15,1888,2,7.33285906358459
1888-03-16,1888,3,7.25732765521492
1888-04-16,1888,4,7.56862221186255
1888-05-16,1888,5,8.14103126612105
1888-06-16,1888,6,9.93587999922033
1888-07-16,1888,7,11.7273771809955
1888-08-16,1888,8,12.9895043416828
1888-09-16,1888,9,12.3021836623596
1888-10-16,1888,10,11.0312078717244
1888-11-16,1888,11,9.17119662843139
1888-12-16,1888,12,7.87957838278085
1889-01-16,1889,1,7.4908429591965
1889-02-15,1889,2,6.92744507201111
1889-03-16,1889,3,6.97871043310108
1889-04-16,1889,4,7.26877680273317
1889-05-16,1889,5,7.94106284063395
1889-06-16,1889,6,9.41952378213993
1889-07-16,1889,7,11.5985988426883
1889-08-16,1889,8,12.9164979886006
1889-09-16,1889,9,12.2579800181952
1889-10-16,1889,10,10.5393646468809
1889-11-16,1889,11,9.06740883606177
1889-12-16,1889,12,7.99070526757111
1890-01-16,1890,1,7.12530704830333
1890-02-15,1890,2,6.73554788097977
1890-03-16,1890,3,6.55846429999187
1890-04-16,1890,4,6.74677886417325
1890-05-16,1890,5,7.6599479881225
1890-06-16,1890,6,9.40838149559801
1890-07-16,1890,7,11.4937869689551
1890-08-16,1890,8,12.852518340703
1890-09-16,1890,9,12.3215912873988
1890-10-16,1890,10,10.6130095074778
1890-11-16,1890,11,9.06092595564133
1890-12-16,1890,12,7.97992045622848
1891-01-16,1891,1,7.20502820135796
1891-02-15,1891,2,6.88842068020699
1891-03-16,1891,3,7.03891917649557
1891-04-16,1891,4,7.34304538166361
1891-05-16,1891,5,8.30806105972787
1891-06-16,1891,6,9.70018739306244
1891-07-16,1891,7,11.6491259349764
1891-08-16,1891,8,12.8069798929383
1891-09-16,1891,9,11.8165807278688
1891-10-16,1891,10,9.9529376422272
1891-11-16,1891,11,8.52766524344344
1891-12-16,1891,12,7.63006019834143
1892-01-16,1892,1,7.05374683575572
1892-02-15,1892,2,6.8216753084736
1892-03-16,1892,3,7.01545040232856
1892-04-16,1892,4,7.34544580625872
1892-05-16,1892,5,8.05154964756989
1892-06-16,1892,6,9.56426667428452
1892-07-16,1892,7,11.5538332053383
1892-08-16,1892,8,12.8644194339351
1892-09-16,1892,9,12.0412725874704
1892-10-16,1892,10,10.1861463022383
1892-11-16,1892,11,8.82398054364872
1892-12-16,1892,12,7.79137489997479
1893-01-16,1893,1,7.33323209584672
1893-02-15,1893,2,6.97018311022474
1893-03-16,1893,3,6.86660494047031
1893-04-16,1893,4,7.35198871110703
1893-05-16,1893,5,8.36137794307984
1893-06-16,1893,6,10.0305986233001
1893-07-16,1893,7,12.0132317900473
1893-08-16,1893,8,13.2000348806611
1893-09-16,1893,9,12.4154868773606
1893-10-16,1893,10,10.6990885784482
1893-11-16,1893,11,9.02705475706087
1893-12-16,1893,12,7.85488561006982
1894-01-16,1894,1,6.98790044023729
1894-02-15,1894,2,6.54404850177418
1894-03-16,1894,3,6.53535661709852
1894-04-16,1894,4,6.78818744504541
1894-05-16,1894,5,7.68417004599143
1894-06-16,1894,6,9.28905041499396
1894-07-16,1894,7,11.3253433534405
1894-08-16,1894,8,12.5592215126903
1894-09-16,1894,9,11.770535479026
1894-10-16,1894,10,10.1292510986765
1894-11-16,1894,11,8.54195501188
1894-12-16,1894,12,7.66397626304496
1895-01-16,1895,1,7.06216995951328
1895-02-15,1895,2,6.66058870446318
1895-03-16,1895,3,6.67032535178869
1895-04-16,1895,4,6.90184398690627
1895-05-16,1895,5,7.68384772114525
1895-06-16,1895,6,9.45246777814324
1895-07-16,1895,7,11.5583780344589
1895-08-16,1895,8,12.5894833795941
1895-09-16,1895,9,11.9400505994453
1895-10-16,1895,10,10.2273136149818
1895-11-16,1895,11,8.70396574867803
1895-12-16,1895,12,7.73000353073223
1896-01-16,1896,1,6.87210745331072
1896-02-15,1896,2,6.77777995427073
1896-03-16,1896,3,6.95500434895294
1896-04-16,1896,4,7.15948894414414
1896-05-16,1896,5,8.0991544542296
1896-06-16,1896,6,9.70390124419112
1896-07-16,1896,7,11.3207463249789
1896-08-16,1896,8,12.8312409157109
1896-09-16,1896,9,12.256044990169
1896-10-16,1896,10,10.4298172303744
1896-11-16,1896,11,9.11328550862233
1896-12-16,1896,12,7.69221432107397
1897-01-16,1897,1,7.03399050321172
1897-02-15,1897,2,6.78674583871581
1897-03-16,1897,3,6.97318775682004
1897-04-16,1897,4,7.15494688900991
1897-05-16,1897,5,7.93596489065645
1897-06-16,1897,6,9.56322983058442
1897-07-16,1897,7,11.4164338503345
1897-08-16,1897,8,12.5051045215903
1897-09-16,1897,9,11.744330261653
1897-10-16,1897,10,10.1771171693629
1897-11-16,1897,11,8.72366475755405
1897-12-16,1897,12,7.79488490992409
1898-01-16,1898,1,6.9871846414968
1898-02-15,1898,2,6.69928027090746
1898-03-16,1898,3,6.91643666430333
1898-04-16,1898,4,7.15879977780341
1898-05-16,1898,5,7.99690012810619
1898-06-16,1898,6,9.96126592151447
1898-07-16,1898,7,12.2910016754355
1898-08-16,1898,8,13.6802153916423
1898-09-16,1898,9,12.425886819707
1898-10-16,1898,10,10.1187261742466
1898-11-16,1898,11,8.81984350018466
1898-12-16,1898,12,8.26430640672269
1899-01-16,1899,1,7.29692557515077
1899-02-15,1899,2,6.78015818171246
1899-03-16,1899,3,7.00551416622355
1899-04-16,1899,4,7.35904825112878
1899-05-16,1899,5,8.3563355920422
1899-06-16,1899,6,9.94104574404338
1899-07-16,1899,7,11.953042904136
1899-08-16,1899,8,13.5458198866005
1899-09-16,1899,9,12.5671824882371
1899-10-16,1899,10,10.751664210595
1899-11-16,1899,11,9.13001058477808
1899-12-16,1899,12,8.28335115478406
1900-01-16,1900,1,7.46823595999653
1900-02-15,1900,2,7.05864702904206
1900-03-16,1900,3,7.15280455854272
1900-04-16,1900,4,7.35524104320764
1900-05-16,1900,5,8.02473165391327
1900-06-16,1900,6,9.40524702424286
1900-07-16,1900,7,11.4192323997255
1900-08-16,1900,8,12.6298104665907
1900-09-16,1900,9,11.9316477658834
1900-10-16,1900,10,10.1078798472879
1900-11-16,1900,11,8.55279508876802
1900-12-16,1900,12,7.56493320397161
1901-01-16,1901,1,6.85805187166272
1901-02-15,1901,2,7.06422198809648
1901-03-16,1901,3,6.89171722689836
1901-04-16,1901,4,7.02463992219248
1901-05-16,1901,5,7.92516836375305
1901-06-16,1901,6,9.46830211264918
1901-07-16,1901,7,11.4630203859213
1901-08-16,1901,8,12.7569373985037
1901-09-16,1901,9,11.8948613290092
1901-10-16,1901,10,10.2044107243899
1901-11-16,1901,11,8.88621140615044
1901-12-16,1901,12,7.99506954374544
1902-01-16,1902,1,6.99329166375392
1902-02-15,1902,2,6.83154267556151
1902-03-16,1902,3,7.0748110282439
1902-04-16,1902,4,6.91881535755486
1902-05-16,1902,5,7.90665461131083
1902-06-16,1902,6,9.72071835640014
1902-07-16,1902,7,11.3146873606676
1902-08-16,1902,8,12.7119691710985
1902-09-16,1902,9,12.3718238578009
1902-10-16,1902,10,10.6078169736649
1902-11-16,1902,11,8.75410307300936
1902-12-16,1902,12,7.8311586826711
1903-01-16,1903,1,7.10673418367265
1903-02-15,1903,2,6.88120745223736
1903-03-16,1903,3,6.34536092472491
1903-04-16,1903,4,6.76420698801204
1903-05-16,1903,5,7.5350978765701
1903-06-16,1903,6,9.03971325750773
1903-07-16,1903,7,10.9845469033782
1903-08-16,1903,8,11.8402494654175
1903-09-16,1903,9,11.1243560977831
1903-10-16,1903,10,9.54437363349184
1903-11-16,1903,11,8.33861684296228
1903-12-16,1903,12,7.27911158751532
1904-01-16,1904,1,6.78265468894435
1904-02-15,1904,2,6.29801101472334
1904-03-16,1904,3,6.46188509343066
1904-04-16,1904,4,6.6028662866095
1904-05-16,1904,5,7.46753557544951
1904-06-16,1904,6,8.82552067137913
1904-07-16,1904,7,11.2816750634342
1904-08-16,1904,8,12.1042355937533
1904-09-16,1904,9,10.9963120781977
1904-10-16,1904,10,9.77261826924066
1904-11-16,1904,11,8.54804305418807
1904-12-16,1904,12,7.48097563012688
1905-01-16,1905,1,6.7249806828036
1905-02-15,1905,2,6.77760703552723
1905-03-16,1905,3,6.36974833482868
1905-04-16,1905,4,6.95510776954067
1905-05-16,1905,5,7.80732614919862
1905-06-16,1905,6,9.17192305243031
1905-07-16,1905,7,11.2626529495689
1905-08-16,1905,8,12.0354384391842
1905-09-16,1905,9,11.3272775652745
1905-10-16,1905,10,10.1332292244027
1905-11-16,1905,11,8.47716875818369
1905-12-16,1905,12,7.28431859104977
1906-01-16,1906,1,6.82935709726256
1906-02-15,1906,2,6.6247537365192
1906-03-16,1906,3,6.70312122334053
1906-04-16,1906,4,7.03018100077971
1906-05-16,1906,5,7.59118479383236
1906-06-16,1906,6,9.69511523831016
1906-07-16,1906,7,11.6003738227559
1906-08-16,1906,8,12.3331984927676
1906-09-16,1906,9,11.8300248691841
1906-10-16,1906,10,9.90710843271112
1906-11-16,1906,11,8.92136181526749
1906-12-16,1906,12,7.66849291757022
1907-01-16,1907,1,7.14309360824767
1907-02-15,1907,2,6.75326931262301
1907-03-16,1907,3,6.83489623506171
1907-04-16,1907,4,7.09815471447956
1907-05-16,1907,5,7.74365447526256
1907-06-16,1907,6,9.19264188489676
1907-07-16,1907,7,11.2886960720421
1907-08-16,1907,8,12.4716174670844
1907-09-16,1907,9,11.9661609974627
1907-10-16,1907,10,9.94956376464429
1907-11-16,1907,11,8.38747805836694
1907-12-16,1907,12,7.59770806908061
1908-01-16,1908,1,7.04003216086384
1908-02-15,1908,2,6.70493822504128
1908-03-16,1908,3,6.52968653957405
1908-04-16,1908,4,6.85343496572751
1908-05-16,1908,5,7.8868317858611
1908-06-16,1908,6,9.63771238561751
1908-07-16,1908,7,11.758971991073
1908-08-16,1908,8,12.9072242443264
1908-09-16,1908,9,11.8356451185882
1908-10-16,1908,10,9.98562681413256
1908-11-16,1908,11,8.77086241165454
1908-12-16,1908,12,7.63515608666104
1909-01-16,1909,1,7.07021819924359
1909-02-15,1909,2,6.91820124431522
1909-03-16,1909,3,6.92561864225088
1909-04-16,1909,4,7.1381388079042
1909-05-16,1909,5,8.07268242833734
1909-06-16,1909,6,9.60738134057126
1909-07-16,1909,7,11.6456582209833
1909-08-16,1909,8,13.2536747321506
1909-09-16,1909,9,12.5616839711548
1909-10-16,1909,10,10.37948441116
1909-11-16,1909,11,9.05531561584884
1909-12-16,1909,12,8.06440617904636
1910-01-16,1910,1,7.23944376799005
1910-02-15,1910,2,6.65584648199565
1910-03-16,1910,3,6.66566157105726
1910-04-16,1910,4,6.80915527669348
1910-05-16,1910,5,7.91946887712828
1910-06-16,1910,6,9.57968390168457
1910-07-16,1910,7,11.5556138616736
1910-08-16,1910,8,12.5650754762932
1910-09-16,1910,9,12.1695692939145
1910-10-16,1910,10,10.1236478530745
1910-11-16,1910,11,9.00978094577562
1910-12-16,1910,12,7.65482261814946
1911-01-16,1911,1,6.88354859296753
1911-02-15,1911,2,6.66135342086067
1911-03-16,1911,3,6.64083874877267
1911-04-16,1911,4,6.98710836103692
1911-05-16,1911,5,7.6081352983279
1911-06-16,1911,6,9.34858407529859
1911-07-16,1911,7,11.7413528167822
1911-08-16,1911,8,12.8036840420329
1911-09-16,1911,9,12.0422072773671
1911-10-16,1911,10,10.1909503234813
1911-11-16,1911,11,8.38352487103879
1911-12-16,1911,12,7.25673339512299
1912-01-16,1912,1,6.78105016158837
1912-02-15,1912,2,6.61087676417476
1912-03-16,1912,3,6.35502801258008
1912-04-16,1912,4,6.60030478406222
1912-05-16,1912,5,7.65214015545158
1912-06-16,1912,6,9.16276920165152
1912-07-16,1912,7,10.8287997910752
1912-08-16,1912,8,11.7255513360259
1912-09-16,1912,9,11.3063833138682
1912-10-16,1912,10,9.68246644347409
1912-11-16,1912,11,8.58843922644067
1912-12-16,1912,12,7.30733920292232
1913-01-16,1913,1,6.61735733771034
1913-02-15,1913,2,6.19407890723104
1913-03-16,1913,3,6.22951825895526
1913-04-16,1913,4,6.38158463673235
1913-05-16,1913,5,7.16197710423185
1913-06-16,1913,6,8.5926006936837
1913-07-16,1913,7,11.1406354289364
1913-08-16,1913,8,12.5805273412837
1913-09-16,1913,9,11.7431756564913
1913-10-16,1913,10,9.7921341203796
1913-11-16,1913,11,8.02927522420853
1913-12-16,1913,12,7.26181638864488
1914-01-16,1914,1,6.61951455121842
1914-02-15,1914,2,5.91057536397174
1914-03-16,1914,3,6.33366488847896
1914-04-16,1914,4,6.52364728390408
1914-05-16,1914,5,7.48509649681056
1914-06-16,1914,6,9.13158582730663
1914-07-16,1914,7,10.7246344754387
1914-08-16,1914,8,11.9084662601124
1914-09-16,1914,9,11.5238713711492
1914-10-16,1914,10,9.90476519324381
1914-11-16,1914,11,8.28049834479541
1914-12-16,1914,12,7.25284233926345
1915-01-16,1915,1,6.72446571601442
1915-02-15,1915,2,6.46808499792258
1915-03-16,1915,3,6.65187686162555
1915-04-16,1915,4,7.26187475588032
1915-05-16,1915,5,8.30917329087819
1915-06-16,1915,6,9.88814701855874
1915-07-16,1915,7,11.6811565897198
1915-08-16,1915,8,12.8237975385851
1915-09-16,1915,9,12.1400059643023
1915-10-16,1915,10,10.3907954736935
1915-11-16,1915,11,8.85677380291571
1915-12-16,1915,12,7.87145256275116
1916-01-16,1916,1,7.05083569354403
1916-02-15,1916,2,6.72263218262021
1916-03-16,1916,3,6.69771084120075
1916-04-16,1916,4,7.12342887023542
1916-05-16,1916,5,8.07877407317583
1916-06-16,1916,6,9.64035046404668
1916-07-16,1916,7,11.798409601849
1916-08-16,1916,8,12.9598380921819
1916-09-16,1916,9,12.3120303560248
1916-10-16,1916,10,10.4582670863687
1916-11-16,1916,11,8.8000576038393
1916-12-16,1916,12,7.7509464064747
1917-01-16,1917,1,7.09444571826697
1917-02-15,1917,2,6.66158177080148
1917-03-16,1917,3,6.71969731640388
1917-04-16,1917,4,7.27131716766653
1917-05-16,1917,5,8.06021314838213
1917-06-16,1917,6,9.50963315636477
1917-07-16,1917,7,11.7725632929984
1917-08-16,1917,8,13.0300503964399
1917-09-16,1917,9,12.2088894776716
1917-10-16,1917,10,10.3671147942593
1917-11-16,1917,11,8.77270115155895
1917-12-16,1917,12,8.29844034063312
1918-01-16,1918,1,7.3520531107978
1918-02-15,1918,2,7.03567521438623
1918-03-16,1918,3,6.5769411477221
1918-04-16,1918,4,7.05492704852405
1918-05-16,1918,5,7.55438918719967
1918-06-16,1918,6,9.04542687039817
1918-07-16,1918,7,10.9408236835027
1918-08-16,1918,8,12.3290372803939
1918-09-16,1918,9,11.5287096856542
1918-10-16,1918,10,9.80465137034663
1918-11-16,1918,11,8.39721261605287
1918-12-16,1918,12,7.30825373702221
1919-01-16,1919,1,6.84903677862166
1919-02-15,1919,2,6.55890231983914
1919-03-16,1919,3,6.63906923688835
1919-04-16,1919,4,6.74373542257863
1919-05-16,1919,5,7.66457893494736
1919-06-16,1919,6,9.21883516761374
1919-07-16,1919,7,11.3873212225811
1919-08-16,1919,8,12.6382534134196
1919-09-16,1919,9,11.9524599394803
1919-10-16,1919,10,10.2201182225914
1919-11-16,1919,11,8.64027867754307
1919-12-16,1919,12,7.4620646514284
1920-01-16,1920,1,6.66633899965004
1920-02-15,1920,2,6.32648247035073
1920-03-16,1920,3,6.32807450155994
1920-04-16,1920,4,6.55398399431177
1920-05-16,1920,5,7.40136474553146
1920-06-16,1920,6,9.02916075689719
1920-07-16,1920,7,10.8787063785427
1920-08-16,1920,8,12.2708601903547
1920-09-16,1920,9,11.3490335006847
1920-10-16,1920,10,9.83710397157166
1920-11-16,1920,11,8.10915520319682
1920-12-16,1920,12,7.18260394263032
1921-01-16,1921,1,6.60719480273471
1921-02-15,1921,2,6.24573910871095
1921-03-16,1921,3,6.25207178983797
1921-04-16,1921,4,6.37820218895741
1921-05-16,1921,5,7.24609790335084
1921-06-16,1921,6,9.39368187133242
1921-07-16,1921,7,11.55667742065
1921-08-16,1921,8,12.1231668318159
1921-09-16,1921,9,11.3605422293353
1921-10-16,1921,10,10.0322888948082
1921-11-16,1921,11,8.48182764173615
1921-12-16,1921,12,7.60200700278433
1922-01-16,1922,1,6.82209338921274
1922-02-15,1922,2,6.5283190167962
1922-03-16,1922,3,6.3519907036495
1922-04-16,1922,4,6.48197422619295
1922-05-16,1922,5,7.37813443215594
1922-06-16,1922,6,8.92612869950405
1922-07-16,1922,7,10.6463143260871
1922-08-16,1922,8,12.1753443065682
1922-09-16,1922,9,11.4496382816559
1922-10-16,1922,10,9.87811383618323
1922-11-16,1922,11,8.60832877559756
1922-12-16,1922,12,7.46808601478755
1923-01-16,1923,1,6.86673156993149
1923-02-15,1923,2,6.44700107013657
1923-03-16,1923,3,6.41896778140813
1923-04-16,1923,4,6.31196127343814
1923-05-16,1923,5,7.77360339696131
1923-06-16,1923,6,9.48192385773338
1923-07-16,1923,7,11.5389812051259
1923-08-16,1923,8,12.1615035900885
1923-09-16,1923,9,11.5321855364384
1923-10-16,1923,10,10.095144871993
1923-11-16,1923,11,8.73590057172934
1923-12-16,1923,12,8.01744232642397
1924-01-16,1924,1,7.07640098728187
1924-02-15,1924,2,6.67985165839357
1924-03-16,1924,3,6.82747123721073
1924-04-16,1924,4,7.05755588256954
1924-05-16,1924,5,7.86663712871049
1924-06-16,1924,6,9.58266472466886
1924-07-16,1924,7,11.4065620577742
1924-08-16,1924,8,12.7707983390196
1924-09-16,1924,9,12.0069432545089
1924-10-16,1924,10,10.3162807465659
1924-11-16,1924,11,8.66839945114634
1924-12-16,1924,12,7.65276475141622
1925-01-16,1925,1,6.86789214567572
1925-02-15,1925,2,6.39342326641292
1925-03-16,1925,3,6.49491036815212
1925-04-16,1925,4,6.67137672639099
1925-05-16,1925,5,7.52212483846525
1925-06-16,1925,6,9.18245532929171
1925-07-16,1925,7,11.2764628904677
1925-08-16,1925,8,12.507891131931
1925-09-16,1925,9,11.9032189515846
1925-10-16,1925,10,10.236246088332
1925-11-16,1925,11,8.52199593242749
1925-12-16,1925,12,7.85404865491716
1926-01-16,1926,1,7.17665367976296
1926-02-15,1926,2,6.80917285749659
1926-03-16,1926,3,6.60948705867284
1926-04-16,1926,4,6.83248617216402
1926-05-16,1926,5,7.78861406089864
1926-06-16,1926,6,9.37044819224625
1926-07-16,1926,7,11.4809694965431
1926-08-16,1926,8,12.4965282898305
1926-09-16,1926,9,11.8779996929056
1926-10-16,1926,10,10.5693844996901
1926-11-16,1926,11,8.63658179040946
1926-12-16,1926,12,7.88318078128037
1927-01-16,1927,1,7.51165896066397
1927-02-15,1927,2,6.73910289952081
1927-03-16,1927,3,6.73978231777236
1927-04-16,1927,4,7.0239992235928
1927-05-16,1927,5,8.10839336867385
1927-06-16,1927,6,9.78230816129806
1927-07-16,1927,7,11.6912849725695
1927-08-16,1927,8,12.8838510773264
1927-09-16,1927,9,11.9871654937716
1927-10-16,1927,10,10.4855090531217
1927-11-16,1927,11,8.91847886794067
1927-12-16,1927,12,7.82709462327812
1928-01-16,1928,1,7.03047457236032
1928-02-15,1928,2,6.51036801280234
1928-03-16,1928,3,6.59381324179729
1928-04-16,1928,4,6.7138993567267
